id,components
7373,"influenza a virus a/brisbane/02/2018 ivr-190 (h1n1) antigen (formaldehyde inactivated), influenza b virus b/maryland/15/2016 bx-69a antigen (formaldehyde inactivated), influenza a virus a/kansas/14/2017 x-327 (h3n2) antigen (formaldehyde inactivated), influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated)"
7374,tilia cordata pollen
7375,"acer macrophyllum pollen, acer negundo pollen"
7376,"budesonide, formoterol fumarate"
7377,"bryonia alba root, matricaria chamomilla, sodium chloride, onion, arabica coffee bean, rumex crispus root, euphrasia stricta, calcium sulfide, goldenseal, anemone pulsatilla, silicon dioxide, sulfur, phosphorus"
7378,"menthol, unspecified form, methyl salicylate, camphor (synthetic)"
7379,"sodium phosphate, dibasic, heptahydrate, urtica dioica, comfrey root, tribasic calcium phosphate, calcium fluoride, calcium hypophosphite, boron, silicon dioxide, daphne mezereum bark, hekla lava, vanadium, oyster shell calcium carbonate, crude"
7380,"valerian, arabica coffee bean, gelsemium sempervirens root, phosphoric acid, avena sativa flowering top, ammonium bromide, matricaria recutita, tryptophan"
7381,"calendula officinalis flowering top, phytolacca americana root, aconitum napellus, borrelia burgdorferi, epinephrine, arnica montana, ledum palustre twig"
7382,"sepia officinalis juice, semecarpus anacardium juice, gelsemium sempervirens root, alfalfa, dieffenbachia seguine, ambergris, silicon dioxide, sulfur, strychnos nux-vomica seed, selenium, sodium chloride, lycopodium clavatum spore, strychnos ignatii seed, gold, silver nitrate, phosphorus, potassium phosphate, dibasic, phosphoric acid, avena sativa flowering top, anamirta cocculus seed, oyster shell calcium carbonate, crude"
7383,"arsenic trioxide, lycosa tarantula, causticum, bufo bufo cutaneous gland, lachesis muta venom, lilium lancifolium flowering top, toxicodendron pubescens leaf, digitalis, zinc, matricaria recutita, sulfur, viscum album fruiting top, crotalus horridus horridus venom, pulsatilla vulgaris"
7384,"arsenic trioxide, hippomane mancinella fruiting leafy twig, physostigma venenosum seed, arabica coffee bean, arsenic triiodide, silicon dioxide, iodine, ulmus procera flowering twig, oyster shell calcium carbonate, crude"
7385,"matricaria chamomilla, lilium lancifolium whole flowering, lycosa tarantula, anemone pratensis, causticum, bufo bufo cutaneous gland, lachesis muta venom, toxicodendron pubescens leaf, digitalis, viscum album fruit, zinc, sulfur, crotalus horridus horridus venom"
7386,"neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen, neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen, neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen, neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen"
7387,"serotonin, thyroid, porcine, sus scrofa pituitary gland, testosterone, saw palmetto, prasterone, conium maculatum flowering top, sus scrofa testicle"
7388,"echinacea, unspecified, cairina moschata heart/liver autolysate, gelsemium sempervirens root, aconitum napellus, ferrum phosphoricum, atropa belladonna, eupatorium perfoliatum flowering top"
7389,"grindelia hirsutula whole, passiflora incarnata flowering top, melatonin"
7390,"matricaria chamomilla, sodium chloride, onion, arabica coffee bean, calcium sulfide, goldenseal, anemone pulsatilla, sulfur, phosphorus"
7391,"sodium chloride, onion, calcium sulfide, anemone pulsatilla, goldenseal, sulfur, phosphorus"
7392,"pork liver, phosphoric acid, sus scrofa pituitary gland, arnica montana, silybum marianum seed, asian ginseng"
7393,"salicylic acid, niacinamide"
7394,"poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), poliovirus type 3 antigen (formaldehyde inactivated)"
7395,"pork liver, sus scrofa thyroid, fucus vesiculosus, sus scrofa pituitary gland, phosphoric acid, thuja occidentalis leafy twig, arnica montana, garcinia cambogia fruit, apis mellifera, oyster shell calcium carbonate, crude"
7396,"influenza a virus a/brisbane/02/2018 ivr-190 (h1n1) antigen (formaldehyde inactivated), influenza b virus b/maryland/15/2016 bx-69a antigen (formaldehyde inactivated), influenza a virus a/kansas/14/2017 x-327 (h3n2) antigen (formaldehyde inactivated)"
7397,"chlorpheniramine, hydrocodone"
7398,"echinacea purpurea, sambucus nigra flower, centella asiatica"
7399,"sodium bicarbonate, calcium carbonate"
7400,"valine, trypsin, somatropin, coenzyme a, nitric acid, ornithine .alpha.-ketoglutarate, cervus elaphus velvet, arginine pyroglutamate, glutamine, levocarnitine, ferulic acid, arnica montana, .alpha.-tocopherol, prasterone, hyaluronic acid, pregnenolone, mecasermin, ribose, d-, chromium, leucine, creatine monohydrate, pork liver, isoleucine, sus scrofa pituitary gland, galium aparine, nadh"
7401,"petroselinum crispum, lytta vesicatoria, sarsaparilla, causticum, equisetum arvense top, turpentine oil, atropa belladonna, apis mellifera, silver nitrate, pulsatilla vulgaris"
7402,"ferrous iodide, sus scrofa thyroid, sodium chloride, fucus vesiculosus, spongia officinalis skeleton, roasted, calcium fluoride, bos taurus thymus, potassium iodide, epinephrine, bos taurus pituitary gland, bos taurus spleen, iodine, oyster shell calcium carbonate, crude, calcium iodide"
7403,"activated charcoal, strychnos nux-vomica seed, arsenic trioxide, robinia pseudoacacia bark"
7404,"amanita muscaria fruiting body, atropine sulfate, berberis vulgaris root bark, bos taurus adrenal gland, echinacea angustifolia, bos taurus spleen, urtica urens, ceanothus americanus leaf"
7405,"pork liver, thuja occidentalis leaf, sus scrofa thyroid, amino acids, fucus vesiculosus, phosphoric acid, sus scrofa pituitary gland, arnica montana, apis mellifera, gamboge"
7406,yellow fever virus strain 17d-204 live antigen
7407,"phytolacca americana root, kalmia latifolia leaf, causticum, toxicodendron pubescens leaf, zinc, colchicum autumnale bulb, rhododendron aureum leaf, ruta graveolens flowering top, arnica montana, hypericum perforatum, urtica urens"
7408,"strychnos ignatii seed, delphinium staphisagria seed, sodium chloride"
7409,acacia pollen
7410,krascheninnikovia lanata pollen
7411,canis lupus familiaris hair
7412,"panax quinquefolius whole, jacaranda caroba flower, epifagus virginiana, hydrogen cyanide, lactic acid, dl-, centella asiatica"
7413,"pork liver, cyanocobalamin, sus scrofa thyroid, fucus vesiculosus, sus scrofa hypothalamus, ornithine, antimony trisulfide, levocarnitine, pancrelipase, sodium sulfate, sus scrofa adrenal gland"
7414,"strychnos nux-vomica seed, arsenic trioxide, sodium chloride, peppermint, toxicodendron pubescens leaf, ranunculus bulbosus, sodium borate, daphne mezereum bark, apis mellifera, capsicum, paraffin, graphite"
7415,house dust
7416,agave sisalana fiber
7417,tilletia caries
7418,ustilago nuda
7419,"gold, serotonin hydrochloride, lithium carbonate"
7420,"nitroglycerin, gelsemium sempervirens root, potassium carbonate, aconitum napellus, ranunculus bulbosus, sulfur, selenicereus grandiflorus stem, arnica montana, spigelia anthelmia"
7421,corcorus capsularis fiber
7422,sporisorium cruentum
7423,cladosporium cladosporioides
7424,benzylpenicilloyl polylysine
7425,prosopis juliflora pollen
7426,pretomanid
7427,"titanium dioxide, octocrylene"
7428,"titanium dioxide, octisalate, octocrylene, homosalate"
7429,"lamivudine, zidovudine, abacavir sulfate"
7430,delavirdine mesylate
7431,"sepia officinalis juice, lithium carbonate, salicylic acid, calcium fluoride, zinc, bryonia alba root, black cohosh, rhododendron aureum leaf, arnica montana, hypericum perforatum, magnesium phosphate, tribasic, pentahydrate, formic acid, horse chestnut, phytolacca americana root, causticum, toxicodendron pubescens leaf, bellis perennis, actaea spicata root, ruta graveolens flowering top, phosphorus, oyster shell calcium carbonate, crude, pulsatilla vulgaris, ledum palustre twig"
7432,"chamomile, nitroglycerin, gelsemium sempervirens root, alfalfa, aconitum napellus, passiflora incarnata flower, datura stramonium, barium carbonate, hops, tribasic calcium phosphate, strychnos ignatii seed, potassium arsenite anhydrous, gold, delphinium staphisagria seed, silver nitrate, sodium phosphate, dibasic, heptahydrate, arsenic trioxide, potassium phosphate, dibasic, hydrochloric acid, avena sativa flowering top, phosphorus"
7433,"clematis recta flowering top, ornithogalum umbellatum, aconitum napellus, sulfur, passiflora incarnata flower, bryonia alba root, comfrey root, veratrum album root, atropa belladonna, arnica montana, hypericum perforatum, impatiens glandulifera flower, toxicodendron pubescens leaf, matricaria recutita, bellis perennis, strychnos ignatii seed, apis mellifera, calendula officinalis flowering top, arsenic trioxide, ferrum phosphoricum, prunus cerasifera flower, helianthemum canadense, phosphorus, histamine dihydrochloride"
7434,"sepia officinalis juice, semecarpus anacardium juice, potassium bromide, sodium carbonate, tobacco leaf, black cohosh, hypericum perforatum, sinapis arvensis flowering/fruiting top, larix decidua flowering top, carpinus betulus flowering top, strychnos ignatii seed, sodium sulfate, gold, cinchona officinalis bark, phosphoric acid, avena sativa flowering top, phosphorus, oyster shell calcium carbonate, crude, pulsatilla vulgaris"
7435,"amyl nitrite, bryonia alba root, calendula officinalis flowering top, strychnos nux-vomica seed, kerosene, nitroglycerin, tobacco leaf, skim milk, water, atropa belladonna, thyroid, bovine, anamirta cocculus seed, silver nitrate, theridion curassavicum"
7436,acer macrophyllum pollen
7437,"tazarotene, halobetasol propionate"
7438,"lamivudine, dolutegravir sodium"
7439,"bryonia alba root, citrullus colocynthis fruit pulp, lilium lancifolium whole flowering, horse chestnut, salicylic acid, iris versicolor root, aconitum napellus, black cohosh, bellis perennis, ruta graveolens flowering top, pseudognaphalium obtusifolium, arnica montana, solanum lycopersicum, oxalic acid dihydrate, magnesium phosphate, dibasic trihydrate, stellaria media, hypericum perforatum, actaea spicata root"
7440,iris germanica var. florentina root
7441,"matricaria chamomilla, passiflora incarnata flowering top, nitroglycerin, gelsemium sempervirens root, alfalfa, aconitum napellus, dibasic potassium phosphate, datura stramonium, barium carbonate, hops, tribasic calcium phosphate, strychnos ignatii seed, gold, delphinium staphisagria seed, silver nitrate, sodium phosphate, dibasic, heptahydrate, hydrochloric acid, avena sativa flowering top, phosphorus"
7442,"sepia officinalis juice, lithium carbonate, salicylic acid, calcium fluoride, zinc, bryonia alba root, anemone pratensis, black cohosh, rhododendron aureum leaf, arnica montana, hypericum perforatum, rhododendron tomentosum leafy twig, formic acid, horse chestnut, phytolacca americana root, causticum, toxicodendron pubescens leaf, bellis perennis, magnesium phosphate, dibasic trihydrate, actaea spicata root, ruta graveolens flowering top, phosphorus, oyster shell calcium carbonate, crude"
7443,juniperus californica pollen
7444,salix discolor pollen
7445,atriplex confertifolia pollen
7446,cephalosporium roseum
7447,ustilago tritici
7448,distichlis spicata pollen
7449,ailanthus altissima pollen
7450,ambrosia ambrosioides pollen
7451,"lidocaine, levomenthol"
7452,chrysonilia sitophila
7453,artemisia absinthium pollen
7454,callistemon citrinus pollen
7455,"copper, spongia officinalis skeleton, roasted, bromine, calcium sulfide, corallium rubrum exoskeleton, aconitum napellus, mephitis mephitis anal gland fluid, protortonia cacti, iodine, drosera rotundifolia"
7456,"physostigma venenosum seed, hippomane mancinella fruiting leafy twig, arabica coffee bean, silicon dioxide, ulmus minor flowering twig, iodine, oyster shell calcium carbonate, crude"
7457,"amanita muscaria fruiting body, calendula officinalis flowering top, claviceps purpurea sclerotium, barium chloride dihydrate, solanum dulcamara top, nitroglycerin, toxicodendron pubescens leaf, aconitum napellus, matricaria recutita, hamamelis virginiana root bark/stem bark, tomato, magnesium phosphate, dibasic trihydrate, activated charcoal, silybum marianum seed, phosphorus"
7458,quercus dumosa pollen
7459,phoenix dactylifera pollen
7460,"juglans regia pollen, juglans californica pollen, juglans nigra pollen"
7461,ambrosia chamissonis pollen
7462,ambrosia tenuifolia pollen
7463,schinus molle pollen
7464,"pinus echinata pollen, pinus strobus pollen, pinus ponderosa pollen"
7465,"chlorine, arsenic trioxide, ammonium carbonate, bromine, sulfuric acid, potassium carbonate, antimony arsenate, activated charcoal, lobelia inflata, tin, antimony potassium tartrate"
7466,puccinia striiformis var. striiformis
7467,"lamivudine, dolutegravir sodium, abacavir sulfate"
7468,"ambrosia artemisiifolia, arsenic trioxide, sodium chloride, schoenocaulon officinale seed, onion, arisaema triphyllum root, euphrasia stricta, naphthalene, wyethia helenioides root, arundo pliniana root"
7469,"passiflora incarnata flowering top, gelsemium sempervirens root, zinc, ambergris, sulfur, potassium bromide, camphor (natural), valerian, barium carbonate, cypripedium parviflorum var. pubescens root, aesculus hippocastanum flower, strychnos ignatii seed, hyoscyamus niger, cinchona officinalis bark, sodium phosphate, dibasic, heptahydrate, scutellaria lateriflora, arsenic trioxide, potassium phosphate, dibasic, arabica coffee bean, hydrochloric acid, avena sativa flowering top, anamirta cocculus seed, magnesium carbonate"
7470,"scutellaria lateriflora, aesculus hippocastanum flower, epinephrine, aconitum ferox root, avena sativa flowering top, scleranthus annuus flowering top, baptisia tinctoria root, ferula sumbul root, apis mellifera, horseradish, phosphorus, viola odorata, silver nitrate"
7471,"sepia officinalis juice, semecarpus anacardium juice, gelsemium sempervirens root, alfalfa, dieffenbachia seguine, ambergris, silicon dioxide, sulfur, dibasic potassium phosphate, selenium, nutmeg, sodium chloride, lycopodium clavatum spore, strychnos ignatii seed, gold, silver nitrate, phosphorus, phosphoric acid, avena sativa flowering top, anamirta cocculus seed, oyster shell calcium carbonate, crude"
7472,"trichophyton mentagrophytes, trichophyton rubrum"
7473,"formic acid, sodium carbonate, strychnos nux-vomica seed, phytolacca americana root, salicylic acid, fraxinus excelsior leaf, colchicum autumnale bulb, ammonium phosphate, dibasic, rhododendron aureum leaf, atropa belladonna, urtica urens, actaea spicata root, ledum palustre twig"
7474,"sepia officinalis juice, chamomile, strychnos nux-vomica seed, sodium chloride, platinum, black cohosh, lycopodium clavatum spore, canis lupus familiaris milk, strychnos ignatii seed, cyclamen purpurascens tuber, apis mellifera, chamaelirium luteum root"
